name ,main_category ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
CraigArts,Art,03/04/2015 16:46,2500,17/02/2015 16:46,139,failed,3,US,139
Final Book of Daniel,Publishing,21/07/2012 22:05,1070,21/06/2012 22:05,0,failed,0,US,0
Save The Sneels - Help Record Our EP,Music,12/09/2012 19:14,15000,13/08/2012 19:14,0,failed,0,US,0
Project Modern Myth/Popular Music Research,Music,05/01/2016 14:08,25000,07/11/2015 13:45,0,failed,0,US,0
Mal-Mart Mega Store - Burning Man 2010,Art,23/08/2010 18:00,1500,28/07/2010 08:53,1620,successful,16,US,1620
Jesus meets Jefferson,Film & Video,03/01/2015 23:30,5000,04/11/2014 23:30,3103,failed,11,US,3103
Tears of Blood,Music,05/12/2015 19:53,50000,05/11/2015 19:53,0,failed,0,US,0
MONSTROUS!,Film & Video,04/08/2013 15:30,34000,08/07/2013 19:48,111,failed,3,US,111
Princes of Pilbarra: Guarding the Gardens Picture Book,Publishing,11/01/2017 16:29,6000,26/11/2016 16:34,316,live,10,US,80
The Left Behind: A Feature Film Post Production,Film & Video,05/02/2015 11:46,15000,06/01/2015 11:46,15256,successful,63,US,15256
Play With The Colors of the Great Smoky Mountains,Crafts,07/03/2014 20:00,1400,05/02/2014 20:00,635,failed,15,US,635
"Early Riserz Tribe- a place for tea, art, and experience",Art,03/04/2015 19:29,1700,04/03/2015 19:29,1720,successful,41,US,1720
Logical Guess Pictures' 2nd Horror Movie!,Film & Video,06/06/2009 00:45,500,30/04/2009 01:32,501.66,successful,22,US,501.66
Cultivate Abundance: A Sustainable Agriculture Documentary,Film & Video,19/06/2013 05:48,1000,04/06/2013 05:48,1061.94,successful,24,US,1061.94
Roadie the ranch dog,Publishing,04/11/2012 01:07,7000,05/10/2012 02:07,1270.72,failed,14,US,1270.72
"A Great Play, Contributions Appreciated :)",Theater,01/07/2011 00:56,400,01/06/2011 00:56,430,successful,14,US,430
Inexpensive light weight structural framing system,Technology,02/04/2015 00:49,50000,03/03/2015 00:49,340,failed,2,US,340
"""Got To Have You"" by John Higdon and Savannah Roberts",Music,01/10/2013 03:10,600,12/08/2013 03:10,606,successful,9,US,606
Matt Macaulay-New Album,Music,13/07/2012 23:16,500,13/06/2012 23:16,1710,successful,13,US,1710
Victorine - Customised Women's Brogues Made in England,Fashion,13/01/2015 11:00,10000,13/12/2014 14:53,2750,failed,10,AU,2272.3085
FanWise Bed,Technology,31/08/2015 23:45,150000,13/07/2015 15:58,0,failed,0,US,0
Fossil Brewing Company,Food,01/02/2014 00:03,15000,02/01/2014 00:03,16735,successful,128,US,16735
The Terrain - a short film,Film & Video,25/05/2011 18:41,2500,25/04/2011 18:41,7310,successful,111,US,7310
Flim - Bringing a New Life to Film,Photography,23/07/2014 20:38,10000,23/06/2014 20:38,3793,failed,59,US,3793
Hoodlacesô - Drawstrings that install & swap in seconds!,Fashion,04/10/2013 01:54,6300,20/08/2013 01:54,2265,failed,67,US,2265
Ancient Axes: Heroes on Paper - OUYA Launch Title,Games,30/12/2012 23:31,130,10/12/2012 23:31,238,successful,53,US,238
The Jefry Escape,Games,05/08/2016 19:19,12000,06/07/2016 19:19,580,failed,9,US,60
'Through the Loop' A Virtual Simulation Performance.,Theater,02/10/2013 14:37,1000,02/09/2013 14:37,1125,successful,92,GB,1743.818355
"Help fund the Roy Ira full-length LP & get ""One Day"" EP now!",Music,11/05/2012 23:00,2200,13/04/2012 06:41,2837,successful,61,US,2837
Killing Time V2.0 Release Campaign,Music,18/06/2011 07:01,320,19/05/2011 07:01,200,failed,4,US,200
The Journey No Regrets,Film & Video,26/10/2016 13:24,3500000,26/09/2016 13:24,10,failed,1,AU,0
"Tanks Of Zen needs your pledge to mix their album, ""Love's Gentle Maw""!",Music,14/09/2010 05:05,5000,30/07/2010 19:37,5175,successful,67,US,5175
LUV & PERVERSITY IN THE EAST VILLAGE,Film & Video,02/11/2015 03:59,500000,03/10/2015 03:59,7736,failed,23,US,7736
DREAMED Bedroom Recording Project Record/ Festival Debut,Music,30/06/2011 07:05,600,26/05/2011 07:05,636,successful,22,US,636
Help House of Soul stomp out SBS,Music,01/05/2012 18:00,3000,10/04/2012 18:00,3465,successful,42,US,3465
City Council - Negotiation board game with a political twist,Games,18/11/2013 22:07,7500,15/10/2013 23:32,23000,successful,433,US,23000
Save (y)our Farmers Markets - Save the NFMA Website,Food,13/11/2014 15:20,50,29/10/2014 14:20,1,failed,1,US,1
Our Boys,Film & Video,26/05/2014 15:50,9524,27/03/2014 14:50,406,failed,6,US,406
"UHF Movie Artwork Prints, Screening and More!",Film & Video,27/04/2015 06:00,1000,23/03/2015 05:00,1053,successful,18,US,1053
PicoPort | Protect your iPod Nano,Design,28/02/2011 02:23,5000,29/01/2011 02:23,2519,failed,285,US,2519
Snow White - The Mirror's Revenge (Musical theater),Theater,03/02/2015 00:10,2500,03/01/2015 00:10,4232,successful,87,US,4232
Distribute OF BY FOR,Film & Video,09/11/2013 16:42,50000,10/10/2013 16:42,58093.22,successful,783,US,58093.22
CRAFTING WARRIOR,Crafts,01/04/2016 20:00,1000,07/02/2016 17:58,1574,successful,47,DE,1756.470987
Monster Mansion,Games,12/11/2014 08:59,18000,03/10/2014 02:04,63527,successful,983,US,63527
Inside Boxes - An Emerson BFA Thesis Film,Film & Video,29/05/2014 00:51,5000,09/05/2014 00:51,5680.01,successful,38,US,5680.01
"""The Sword!""",Music,19/05/2015 08:59,37700,29/04/2015 20:34,730,failed,5,US,730
The Gleaning,Publishing,17/02/2013 17:51,2000,19/12/2012 17:51,1,failed,1,US,1
Sleepwalker - Feature film (Canceled),Film & Video,01/11/2011 00:40,50000,27/09/2011 01:40,0,canceled,0,US,0
Typeface Factory,Fashion,17/11/2013 18:01,15000,18/10/2013 18:01,1,failed,1,US,1
Miriam Speyer's Dream Team Recording Project,Music,15/11/2014 05:00,10000,16/10/2014 04:40,10465,successful,157,US,10465
Help Mike buy a printer,Photography,11/03/2015 15:06,600,09/02/2015 16:06,125,failed,3,US,125
LGBTA+ Pride Foxes Enamel Pins,Art,04/01/2017 13:28,3000,05/12/2016 13:28,1690,live,47,US,257
Miami Sites Project,Film & Video,11/07/2014 07:33,4000,11/06/2014 07:33,4625,undefined,0,"N,""0",
A Pickle Down Under,Music,05/01/2016 22:31,4550,06/12/2015 22:42,6063,undefined,0,"N,""0",
Promised Garden Publishing Project,Publishing,22/07/2014 00:25,8000,22/06/2014 00:25,0,failed,0,US,0
Contemporary Cartographic Designs,Design,31/10/2012 22:05,3500,01/10/2012 23:05,917,failed,21,US,917
Dead Man Fighting - Shares The Miracle of Addiction Recovery,Technology,09/07/2015 16:01,30000,09/06/2015 16:01,7937,failed,44,US,7937
Qmote: The Water-Resistant Internet Remote for Smartphones,Technology,08/03/2015 16:59,20000,26/01/2015 14:00,219616.38,successful,5999,US,219616.38
Daisy Chain,Film & Video,11/06/2013 03:23,550,22/05/2013 03:23,691,successful,19,US,691
God Does Laugh,Publishing,23/06/2014 18:08,600,19/06/2014 18:08,500,failed,8,US,500
"Trim- Fashion + Fit + Function for the modern, athletic man.",Fashion,30/04/2015 14:59,35000,31/03/2015 14:59,35490,successful,266,US,35490
The Desirous Project,Theater,05/03/2012 18:00,4000,19/02/2012 18:44,3960,failed,71,US,3960
Game of thrones meets Fallout,Comics,21/08/2016 15:30,2000,22/06/2016 15:30,10,failed,6,US,2
College: The App (Canceled),Technology,14/05/2014 06:58,10000,14/04/2014 06:58,14,canceled,3,US,14
Clover Wallet: Carry Everything Everywhere (Canceled),Design,15/04/2015 04:00,12000,13/03/2015 19:25,7631,canceled,171,US,7631
Food Truck Dreams,Food,03/03/2016 13:13,10000,02/02/2016 13:13,115,failed,2,US,115
A MILLIONAIRES PRIVATE RACEWAY: The World First Highway.,Film & Video,09/10/2011 17:06,13500,25/08/2011 17:06,40,failed,3,US,40
Shogun Rising: The Graphic Novel,Comics,01/06/2013 17:28,44000,30/04/2013 17:28,53079,successful,579,US,53079
Rat Killer: My Bipolar Venture (Canceled),Publishing,11/05/2014 03:21,5000,11/04/2014 03:21,85,canceled,2,US,85
Baby Snakes,Games,11/11/2012 15:53,18000,12/10/2012 15:53,2463,failed,35,US,2463
Worlds Apart: I meet my Chinese family and finish my book!,Publishing,08/09/2015 17:56,2000,09/08/2015 17:56,26,failed,2,US,26
N2: The ONLY wearable that keeps you comfortable ANYWHERE,Technology,29/10/2016 14:59,30000,28/09/2016 14:59,33059,successful,210,US,4472
Truequest Card Game,Games,27/04/2012 20:57,20000,29/03/2012 04:46,350,failed,10,US,350
Vintage 1950's Coffee House,Food,04/12/2015 23:56,30000,04/11/2015 23:56,28,failed,1,US,28
My Opportunities Just Dress Up Like Obstacles,Publishing,22/09/2015 01:51,8000,24/07/2015 01:51,8541,successful,64,CA,6588.391769
WHERE THE MAGIC HAPPENS: A New Documentary....,Film & Video,06/02/2013 02:00,30000,01/01/2013 16:57,45037,successful,356,US,45037
KandiKisses Creations,Fashion,17/09/2015 05:02,1000,18/08/2015 05:02,0,failed,0,US,0
The Goat's Spoor,Food,18/03/2015 19:55,15000,16/02/2015 20:55,580,failed,6,US,580
Join the journey of Rue Royale as they make a new album,Music,18/02/2013 00:59,9500,18/01/2013 20:19,12298.49,successful,502,GB,19711.83529
The Tabernacle Explorer 3D,Games,01/09/2013 22:35,28000,03/07/2013 22:35,230,failed,4,US,230
Trimwiz: The Hydroponic Trimmer,Technology,26/03/2016 11:40,29500,20/02/2016 12:40,478,failed,6,GB,684.3989947
Learn Chinese While Having a Blast!,Games,19/04/2016 13:00,15000,15/03/2016 12:00,18256,successful,139,AU,13831.35079
Dead Kozik Bust,Art,10/04/2013 22:49,17000,11/03/2013 21:49,17574,successful,96,US,17574
East Palo Alto Robotics Program,Technology,13/06/2015 20:29,850,14/05/2015 20:29,1146,successful,32,US,1146
Love on the Brink of History-a memoir of mystical initiation,Publishing,10/04/2011 22:06,5000,08/02/2011 22:06,872,failed,24,US,872
"Residency at The Inside Out Art Museum. Beijing, China",Art,21/05/2013 05:55,1601,24/04/2013 04:21,2200,successful,13,US,2200
We Got You [Book] Covered,Publishing,24/06/2014 01:18,9000,30/05/2014 01:18,700,failed,9,US,700
Dragon Snack Games - Buffalo tabletop hobby game store,Games,31/12/2014 05:59,2500,16/12/2014 18:01,3230,successful,57,US,3230
Exiles: Trans Stories by Christianne Benedict,Comics,03/11/2014 05:00,1700,17/09/2014 22:20,2774,successful,146,US,2774
1000 Miles of Stories/Just Finishing,Film & Video,29/04/2012 00:52,15000,04/04/2012 00:52,80,failed,2,US,80
Resonance: Retro-Styled Adventure Game - contest entry fees and additional funding,Games,01/11/2009 06:01,150,14/09/2009 20:14,2080,successful,59,US,2080
Life Coach Training,Art,13/09/2015 23:45,13500,14/08/2015 23:45,0,failed,0,US,0
The Providero Tea & Coffee House,Food,17/10/2013 20:24,12000,17/09/2013 20:24,14800.01,successful,161,GB,23584.92164
Frenchmen Street Documentary,Film & Video,16/10/2011 21:08,10000,17/08/2011 21:08,10,failed,1,US,10
ALPHA: Jamie Hancock's Debut LP,Music,12/10/2013 01:40,5000,07/09/2013 01:40,40,failed,3,US,40
Free Chocolate...,Food,11/06/2014 07:42,9800,12/05/2014 07:42,0,failed,0,GB,0
Drinkup The New and Improved Drinking Game,Games,22/05/2016 21:03,50000,22/04/2016 21:03,20,failed,1,US,20
The Halo Water Feature,Design,11/04/2014 05:14,25000,12/03/2014 04:14,3152,failed,24,US,3152
Midwest Summer,Photography,01/05/2016 03:07,1500,01/04/2016 03:07,1,failed,1,US,1
The Dracula Assignment (Canceled),Film & Video,13/01/2011 00:49,45000,15/10/2010 00:49,10,canceled,1,US,10
Fish Tape Adapter,Technology,24/02/2016 21:19,8000,25/01/2016 21:19,0,failed,0,US,0
Manhattan Street Names Past and Present: A Guide,Publishing,18/11/2012 05:00,2670,18/10/2012 17:09,4405,successful,185,US,4405
Scat Cat & Pals Diaper Changing Mask,Design,19/04/2013 03:17,5000,20/03/2013 02:17,102,failed,6,US,102
Big Brother - Short Film,Film & Video,09/04/2015 21:28,3000,19/03/2015 20:28,3515,successful,46,CA,2747.987281
SULU App | Get Real Time Venue Details & Deals at Bars/Clubs,Technology,12/02/2016 17:45,25000,29/12/2015 17:45,0,canceled,0,US,0
Mini Mobile Museum of Sweeteners,Art,30/11/2011 05:13,1000,31/10/2011 04:13,1031,successful,18,US,1031
Rebounding,Film & Video,13/04/2013 17:40,500,20/03/2013 16:40,0,failed,0,US,0
JD Art goes to the 2015 Utah Arts Festival!,Art,13/01/2015 23:02,250,14/12/2014 23:02,0,failed,0,US,0
Super Sunday HQ: Independent  Super Bowl Party News Coverage,Film & Video,05/02/2016 21:00,7500,12/01/2016 23:40,200,failed,2,US,200
iPaintPro - Your Personal Decorating Assistant (Canceled),Design,24/12/2014 19:06,15000,24/11/2014 19:06,0,canceled,0,GB,0
"Haunts, Haunters & Haunting",Film & Video,29/08/2013 01:03,29000,30/07/2013 01:03,1148,failed,15,US,1148
Noah Engel's EP - Young Heart,Music,06/01/2013 02:00,1000,20/12/2012 20:10,1060,successful,31,US,1060
BUCKETBALL - Play! Throw! Splash!,Games,11/03/2015 17:46,10000,09/02/2015 18:46,10235,successful,160,US,10235
Mixtapes For Haiti,Music,22/05/2010 19:33,500,17/03/2010 23:34,545.33,successful,33,US,545.33
Hockey Stick Ice Scraper,Design,11/04/2015 18:32,20000,11/03/2015 17:32,5652,failed,46,US,5652
SurrealScapes - Body Art & Creative Photography: The Book.,Photography,25/08/2012 23:00,15000,26/07/2012 23:00,2165,failed,17,US,2165
Bernie's Journey The Bernie Sanders Video Game,Games,03/07/2016 09:34,500,03/06/2016 09:34,2869,successful,144,US,2869
heaux: for show. (an album) (Canceled),Music,01/10/2009 06:00,10000,03/09/2009 22:37,0,canceled,0,US,0
"Vampire One, Dracula is a comic by filmmaker Debdoot Das",Comics,30/11/2012 00:00,15000,30/10/2012 23:00,33,failed,2,US,33
Idun Paper Bag DIY Kit,Crafts,19/06/2015 21:20,35000,20/05/2015 21:20,1960,failed,9,SE,237.7386312
The Marijuana Projects: VT Road to Legalization & Taxation,Journalism,01/11/2014 04:59,8420,09/10/2014 20:04,1,failed,1,US,1
Soundz Did It Album,Music,04/03/2013 18:40,5000,02/02/2013 18:40,425,failed,18,US,425
Twenty-Nine BrewPub Draught Style RootBeer,Food,17/09/2014 17:57,825,12/08/2014 17:57,970,successful,13,US,970
"""Light up the World"" ~ Christian Music Recording Project",Music,07/07/2013 22:55,1500,07/06/2013 22:55,100,failed,1,US,100
Apparition Abolishers Steampunk Exposition & Burlesque Show,Theater,22/10/2011 04:00,5000,22/09/2011 00:31,2140.75,failed,42,US,2140.75
Best Gluten Free High Protein and Fiber Superfood Snack Bars,Food,09/11/2015 05:59,5800,06/10/2015 16:47,270,failed,3,US,270
Monarch Butterfly Garden Habitat,Design,03/09/2014 19:24,1000,04/08/2014 19:24,0,failed,0,US,0
"""Notes of the Last Man""- a post-apocalyptic photo book",Photography,19/05/2013 11:43,400,19/04/2013 11:43,197,failed,8,GB,300.424407
Eco-Ceremonial Theater Work - Dragons in the Mountain,Theater,08/10/2012 05:57,7500,07/09/2012 15:39,7717,successful,81,US,7717
Charity Nude Fine Art 2013 Calendar AUTOGRAPHED BY MODEL,Photography,10/09/2012 13:50,20,15/08/2012 16:41,10,canceled,2,US,10
Special Education Classroom Management,Publishing,18/07/2014 19:03,30000,21/06/2014 20:46,15,failed,2,US,15
"""MALICE"" Feature Film",Film & Video,24/05/2011 01:37,5000,24/04/2011 01:37,496,failed,18,US,496
Colors of the Caribbean: Island Inspired 100% Silk Scarves,Fashion,04/09/2012 03:04,5000,31/07/2012 03:04,58,failed,2,US,58
Electric Objects: The $5 Commission,Art,10/04/2015 19:00,500,06/04/2015 15:54,7146,successful,1108,US,7146
Plastics in our Ocean: A Global Issue (Canceled),Art,28/12/2010 19:49,10000,28/11/2010 19:49,2284,canceled,30,US,2284
GARTH KIRBY & THE GARAGE MAHAL: An Indie Comic Project,Comics,05/08/2010 23:39,2900,16/06/2010 00:44,2940,successful,25,US,2940
DDT Drive Don't Text,Technology,09/05/2015 00:59,55000,09/03/2015 23:59,0,failed,0,AU,0
WeLink. Awsome tags for you and your dogs!,Design,28/05/2014 18:36,6000,25/04/2014 18:36,1917,failed,69,US,1917
Big Picture Science: Doomsday Live,Publishing,13/10/2012 19:01,4000,13/09/2012 19:01,4793.11,successful,85,US,4793.11
POWER GRIP - rubber bat grip,Crafts,03/06/2015 17:41,10000,04/05/2015 17:41,0,failed,0,CA,0
IBUK,Technology,16/05/2015 22:40,10000,16/04/2015 22:40,0,failed,0,US,0
I'm Hot Sauce - A Brazilian Hot Sauce from Cristiane Pereira,Food,09/07/2014 17:40,5000,09/06/2014 17:40,2438,failed,97,US,2438
Aircraft Project,Technology,06/03/2016 21:56,5000,05/02/2016 21:56,100,failed,10,CA,72.48751
Transgressions of Tradition - Seattle Glass in Taiwan,Art,10/09/2011 00:15,5000,11/08/2011 00:15,5685,successful,53,US,5685
Shrunken Head Tropic Lounge Rivermaid Tiki Mug,Art,16/01/2015 00:14,20000,17/12/2014 00:14,29533,successful,442,US,29533
Oral History of The Milwaukee Punk & Alternative Music Scene,Publishing,22/09/2012 16:15,500,14/09/2012 18:58,1380,successful,21,US,1380
"""The Ratio"" - A short film",Film & Video,02/02/2011 02:00,1850,19/01/2011 02:00,1910,successful,34,US,1910
"""Richard Wakes Up"": Boulder and Beyond",Theater,16/08/2010 05:59,800,02/08/2010 22:30,1050,successful,21,US,1050
Death metal ore issue #1,Comics,02/01/2016 02:00,1500,09/12/2015 22:31,302,failed,14,US,302
Lobster Girl Horror Comic former Sony/BMG project,Film & Video,15/03/2013 00:31,79000,13/02/2013 01:33,55,failed,2,US,55
Chrono Stellaris: Seasons concept album,Music,08/11/2012 23:07,5000,09/10/2012 23:07,25,failed,1,US,25
Waiter! please - Helper! please,Technology,20/08/2015 22:54,25000,21/07/2015 22:54,125,failed,2,GB,194.9062425
Dog Days of Summer - Part II,Photography,28/08/2013 18:54,5000,09/07/2013 18:54,5303,successful,38,US,5303
Edgar & Annabel,Theater,10/02/2015 00:35,2500,14/01/2015 00:35,2510,successful,44,US,2510
Former Glory Architectural Salvage,Design,10/04/2016 02:53,5000,11/03/2016 02:53,52,failed,3,US,52
"""Doorways""",Film & Video,16/05/2012 00:00,1650,03/05/2012 00:32,21,failed,2,US,21
Cove Dancewear,Fashion,03/07/2014 18:05,20000,03/06/2014 18:05,11496,failed,95,US,11496
Bottom of the 9th: A Dice & Card Game of Classic Baseball,Games,27/03/2015 04:59,20000,03/03/2015 15:00,67251,successful,2183,US,67251
Zombie Bingo and Other Games!,Games,18/06/2016 21:01,250,03/06/2016 21:01,544,successful,34,US,544
Local Recording Studio for Aspiring Young Artists,Music,18/11/2014 08:20,4460,19/10/2014 08:20,12,undefined,0,"N,""0",
Vanity of Vanities,Art,02/03/2012 20:33,789.21,10/02/2012 20:33,826.12,successful,39,US,826.12
Knookerdoodle Book Launch,Publishing,02/11/2016 19:17,5000,03/10/2016 20:17,241,failed,5,US,135
The Lesbian Code,Publishing,25/08/2013 17:47,300,26/06/2013 17:47,504,successful,34,GB,777.2847768
Theatre...in a Barn!,Theater,11/06/2012 01:00,5000,11/05/2012 22:06,6000,successful,102,US,6000
live the sweet life with deda's bakery trailer,Food,22/09/2013 00:51,10000,23/08/2013 00:51,925,failed,18,US,925
Raising Fund for Music Video and Studio Time to Compose,Film & Video,21/05/2012 00:36,3000,29/04/2012 02:18,25,failed,1,US,25
Pat Walsh Tenor Guitar CD,Music,19/11/2012 18:52,4000,20/10/2012 18:52,4046,successful,60,US,4046
ALUMNI PROJECT                    ,Publishing,17/02/2010 17:48,50,07/02/2010 16:25,53,successful,3,US,53
The United States of Millennia,Film & Video,12/03/2016 21:54,1500,12/01/2016 21:54,21,failed,2,US,21
WINTER,Publishing,11/10/2012 03:00,250,11/09/2012 03:09,100,failed,6,US,100
Tyler Boone's next Nashville record,Music,28/11/2015 19:22,10000,29/10/2015 18:22,10000,successful,74,US,10000
54 Weeks Tour,Music,18/11/2010 06:39,10000,19/10/2010 06:39,65,failed,2,US,65
Jump Project,Film & Video,09/02/2011 18:06,1000,11/11/2010 18:06,270,failed,11,US,270
Sanguinetti Clothing,Fashion,01/03/2012 02:12,9700,31/01/2012 02:12,152,failed,4,US,152
Matter Gallery - Art & Sustainability Hanging Together,Art,17/03/2014 07:59,22000,18/02/2014 22:57,22375.24,successful,232,US,22375.24
A for Adventure,Publishing,01/06/2015 01:45,30000,27/04/2015 21:45,31212,successful,399,CA,25630.96074
King Kolor,Games,06/06/2016 06:00,5000,03/05/2016 06:28,6,failed,2,US,6
Help save the historic Skyline Drive-In movie theater!,Theater,12/05/2013 15:55,40000,13/03/2013 14:55,40055,successful,512,US,40055
Love you to Death Horror Film (Canceled),Film & Video,09/01/2012 18:18,50000,10/11/2011 18:18,1855,canceled,14,US,1855
"""You Forgot Your Heart""",Music,08/06/2012 00:06,10000,08/05/2012 00:06,10131,successful,202,US,10131
MISSING SOMETHING: a wacky British web-sitcom,Film & Video,26/04/2013 18:30,7500,27/03/2013 18:30,7615.62,successful,169,GB,11562.02987
Welcome to HELL,Theater,09/03/2014 13:18,5000,07/02/2014 14:18,407,failed,10,US,407
The Confederation: An Alternate History Web Series,Film & Video,02/07/2013 23:10,2500,28/05/2013 23:10,135,failed,6,US,135
The Sixth Monkey: Feature film,Film & Video,18/12/2012 23:00,15000,20/11/2012 20:57,1830,failed,22,GB,2966.546114
Oh Snap! A 'Cards With Text On Them' Game of Insults.,Games,08/04/2015 07:00,1,01/04/2015 07:00,115,successful,15,US,115
Scentsational Candles Inventory Help,Crafts,17/03/2016 19:27,3500,16/02/2016 20:27,12,failed,3,US,12
Bernard Rangel at the International Art Expo NYC 2015,Art,08/04/2015 19:06,5000,09/03/2015 18:06,160,failed,5,GB,240.6130816
"STAVE: Hand-made, Custom-fit Whiskey-Barrel Sunglasses",Fashion,12/05/2015 03:00,10000,28/03/2015 08:06,1141,failed,5,CA,913.504499
Brian Wilkinson - Mad Science,Music,30/05/2013 21:22,4000,30/04/2013 21:22,1035,failed,24,US,1035
The Clock Ship Tere,Art,12/07/2011 05:34,6000,16/06/2011 05:34,6146,successful,139,US,6146
Guardians - When Worlds Collide,Publishing,25/01/2015 09:22,1500,26/12/2014 09:22,955,failed,21,AU,774.9635624
Wearing Sweatpants?!,Music,02/11/2009 04:30,3000,26/08/2009 04:42,70,failed,2,US,70
The Mudhoneyz Kiln Build & Beyond,Crafts,10/09/2015 22:00,15000,11/08/2015 22:00,23040,successful,193,US,23040
DJ's Bane,Games,17/11/2015 20:04,100,18/10/2015 20:04,0,failed,0,NO,0
Ghana's Black Gold: A Gift and A Curse,Film & Video,05/05/2011 20:37,3500,05/04/2011 20:37,512,failed,12,US,512
"Joey and the Ancient Horn, A Mystery Revealed",Publishing,06/11/2011 19:23,1400,07/10/2011 19:23,5,failed,1,US,5
Photographer Sharing the Deep Beauty of the Delaware River,Photography,10/03/2015 22:09,2988,08/02/2015 23:09,242,failed,3,US,242
An Exhibition of Cows in Oil,Art,15/09/2013 21:30,1000,16/08/2013 09:40,1368,successful,34,GB,2123.007162
Help Cement Season make their first full album,Music,14/10/2013 01:32,2500,15/09/2013 01:32,2560,successful,16,US,2560
PassZwype ñ your finger swipe is your password,Technology,30/10/2014 01:00,12000,30/09/2014 14:39,326,failed,21,US,326
Soccer Squad,Film & Video,14/08/2014 11:00,1400,30/07/2014 11:42,1555,successful,25,AU,1461.260168
Black Iron - A Blacksmith's Journey Beyond the Museum,Film & Video,02/07/2016 16:00,2500,13/06/2016 16:15,5068,successful,60,US,5068
Pattern The Unique You: JessieZhao Hand Drawn Printed Dress,Fashion,07/05/2016 20:26,10000,07/04/2016 20:26,67,failed,3,US,67
The Good Divorce,Publishing,23/05/2013 20:08,20000,03/04/2013 20:08,1290,failed,24,US,1290
Gone to Ghana Stories of African Entrepreneurship,Publishing,03/02/2013 17:00,23050,28/12/2012 09:51,51,failed,2,US,51
Art Prints With An Islamic Stamp On Life,Art,21/05/2012 01:16,1200,21/04/2012 01:16,10,failed,1,US,10
The Burning Angels Release,Music,27/06/2011 18:33,3000,15/04/2011 23:44,250,failed,1,US,250
Lakota Riders in Prague,Photography,17/04/2011 23:06,10000,02/03/2011 23:06,2023,failed,34,US,2023
Stricken Softworks (Canceled),Technology,09/05/2015 20:26,2000,09/04/2015 20:46,0,canceled,0,US,0
Compass RPG,Games,26/12/2016 00:04,150,06/12/2016 00:04,50,live,1,CA,37.6201495
"""Death Maker"" Feature Film Kick Start",Film & Video,10/09/2011 10:20,10000,11/08/2011 10:20,175,failed,4,US,175
The band from Begin Again records on the streets of NYC,Music,25/10/2014 23:36,25000,24/09/2014 23:36,576,failed,8,US,576
LUMA LOGS ~Reconstructed Wood Log Lighting~,Technology,12/12/2014 20:39,3000,28/10/2014 19:39,36,failed,4,US,36
THE FLOOD (FRINGE NYC 2014),Theater,01/07/2014 22:00,10000,02/06/2014 19:22,10386,successful,97,US,10386
West of the West:  Tales from California's Channel Islands,Film & Video,02/11/2015 02:05,50000,30/09/2015 02:05,59030,successful,288,US,59030
Take Me Home,Music,07/06/2011 14:26,400,24/05/2011 14:26,605,successful,15,US,605
Release Soundzero's Debut Album!,Music,05/05/2011 04:13,2500,05/04/2011 04:13,2706.23,successful,56,US,2706.23
Closer To The Ocean,Music,03/04/2014 16:52,4600,17/02/2014 16:52,175,failed,4,US,175
#FOURTY4B makes an EP,Music,21/03/2015 20:51,5000,05/02/2015 21:51,5810,undefined,0,"N,""0",
"""The Hard Path: Becoming an Inner Dimensional Man"" book",Publishing,21/09/2016 15:28,5750,22/08/2016 15:28,5750,successful,25,US,305
Graphic novel thriller PAIN 1,Comics,16/02/2014 02:38,1200,17/01/2014 02:38,1411,successful,56,US,1411
Mythic Battles: Pantheon,Games,01/12/2016 21:00,80000,01/11/2016 20:00,2669009.65,successful,13635,US,545109
Smart-Touch - A Widget For Everyone! (Canceled),Technology,25/11/2015 21:53,50000,26/10/2015 20:53,1153,canceled,15,GB,1765.631895
Canceled (Canceled),Design,01/02/2015 05:45,1000,14/01/2015 08:15,0,canceled,0,US,0
restoreAMERICA,Film & Video,23/11/2011 02:44,15000,24/10/2011 02:44,355,failed,8,US,355
Dead Drop,Games,09/08/2012 21:45,35000,10/07/2012 21:45,1352,failed,33,US,1352
The Wizard's Way,Publishing,23/11/2014 18:00,1500,17/11/2014 22:50,786,failed,24,US,786
BEAUTY TODAY #2: SECOND BASE,Publishing,26/02/2013 05:55,9000,06/02/2013 20:18,9103,successful,92,US,9103
Bunden Zone,Games,25/05/2016 08:17,1000,25/04/2016 08:17,11,failed,2,IT,12.34706473
High Performance Climbing Shoes Inspired by Retro Footwear,Fashion,31/03/2016 13:57,10000,01/03/2016 13:57,154452,successful,1549,US,154452
Office Connects OfficeConnects.com,Technology,18/09/2014 21:19,200000,19/08/2014 21:19,0,failed,0,US,0
Outlander Brewery - Nano Brewery Upgrade,Food,01/06/2014 23:27,20000,02/05/2014 23:27,13494,failed,109,US,13494
Crowder ATP Watch: A Classic British Design - Reimagined,Design,09/11/2015 19:56,5000,20/10/2015 19:56,11364,successful,101,GB,17541.39528
Imagine Letters,Art,20/08/2014 18:24,3000,21/07/2014 18:24,100,failed,2,CA,92.674627
Transit Squad Photography 1st Major Event!!,Photography,26/03/2016 04:59,10000,24/02/2016 14:38,203,failed,4,US,203
"South African ""Supergrannies"" - A Photographic Exhibit",Photography,12/01/2011 16:35,7000,14/10/2010 16:35,7040,successful,79,US,7040
